rank_by_abs_component_1,matrix_index,action_key,node_type,name,synthetic,source,coproduct,is_original_recipe,component_1,absolute_share_1
25016,1371,__pr_graph_lp_or_cost_row__: item: cobalt-sulfate-02,,,True,node-cost:item: cobalt-sulfate-02,False,False,-3.046641212395324e-36,2.5891471653787412e-36
25017,21591,item-deliver: mo-mine,item-deliver,mo-mine,False,,False,False,3.0461953901501708e-36,2.5887682893241521e-36
25018,7971,__pr_graph_lp_or_to_or_and__: 49161:item: scrondrix --> recipe-py-module: scrondrix-mk03,,,True,item: scrondrix --> recipe-py-module: scrondrix-mk03,False,False,-3.0456964951596516e-36,2.5883443101088546e-36
25019,19955,fluid-temperature: sb-58-conc: 10,fluid-temperature,sb-58-conc: 10,False,,False,False,3.0452373475651928e-36,2.5879541096849098e-36
25020,17371,entity-build: bio-reactor-mk02,entity-build,bio-reactor-mk02,False,,False,False,3.044783405959353e-36,2.5875683335005578e-36
25021,10375,__pr_graph_lp_or_to_or_and__: 71152:fluid-temperature: copper-pulp-01: 10 --> fluid-temperature-range: copper-pulp-01: 10: 10:noncoproduct-route,,,True,fluid-temperature: copper-pulp-01: 10 --> fluid-temperature-range: copper-pulp-01: 10: 10,False,False,-3.0446704243274172e-36,2.5874723175762422e-36
25022,3129,__pr_graph_lp_or_cost_row__: item: simik-blood-barrel,,,True,node-cost:item: simik-blood-barrel,False,False,-3.0439362230298937e-36,2.5868483664524387e-36
25023,13912,__pr_graph_lp_or_to_or_and__: 77022:item-deliver: py-coal-powerplant-mk04 --> item: py-coal-powerplant-mk04:noncoproduct-route,,,True,item-deliver: py-coal-powerplant-mk04 --> item: py-coal-powerplant-mk04,False,False,-3.0437625320293238e-36,2.5867007574855711e-36
25024,20901,item-deliver: earth-lizard-sample,item-deliver,earth-lizard-sample,False,,False,False,3.0425545646194486e-36,2.5856741825864908e-36
25025,14520,__pr_graph_lp_or_to_or_and__: 78152:item-deliver: fluidavan --> item: fluidavan:noncoproduct-route,,,True,item-deliver: fluidavan --> item: fluidavan,False,False,-3.0424927891183918e-36,2.5856216835056014e-36
25026,21227,item-deliver: guar-gum-plantation-mk03,item-deliver,guar-gum-plantation-mk03,False,,False,False,-3.0420193748490737e-36,2.5852193587394071e-36
25027,11725,__pr_graph_lp_or_to_or_and__: 72906:item-deliver: logistic-science-pack --> item: logistic-science-pack:noncoproduct-route,,,True,item-deliver: logistic-science-pack --> item: logistic-science-pack,False,False,-3.0418199117023035e-36,2.5850498476598103e-36
25028,13850,__pr_graph_lp_or_to_or_and__: 76904:item-deliver: gearbox-mk04 --> item: gearbox-mk04:noncoproduct-route,,,True,item-deliver: gearbox-mk04 --> item: gearbox-mk04,False,False,3.0416008193980437e-36,2.5848636550040348e-36
