rank_by_abs_component_1,matrix_index,action_key,node_type,name,synthetic,source,coproduct,is_original_recipe,component_1,absolute_share_1
50,10419,entity-operate: electrolyzer-mk02,entity-operate,electrolyzer-mk02,False,,False,False,-1.589222914660894e-19,1.3505797754945091e-19
51,10687,entity-operate: ralesia-plantation-mk02,entity-operate,ralesia-plantation-mk02,False,,False,False,1.5690665545163534e-19,1.3334501632118867e-19
52,10355,entity-operate: carbon-filter-mk02,entity-operate,carbon-filter-mk02,False,,False,False,-1.5496824307457371e-19,1.3169768256525281e-19
53,10471,entity-operate: grods-swamp-mk02,entity-operate,grods-swamp-mk02,False,,False,False,-1.5004168361474279e-19,1.2751091209533508e-19
54,10350,entity-operate: cadaveric-arum-mk01,entity-operate,cadaveric-arum-mk01,False,,False,False,-1.4828951112055279e-19,1.2602185180555458e-19
55,10717,entity-operate: scrondrix-pen-mk02,entity-operate,scrondrix-pen-mk02,False,,False,False,-1.441228270574357e-19,1.2248085124823375e-19
56,10321,entity-operate: ball-mill-mk02,entity-operate,ball-mill-mk02,False,,False,False,-1.4223120154278825e-19,1.2087327867970119e-19
57,10508,entity-operate: kicalk-plantation-mk02,entity-operate,kicalk-plantation-mk02,False,,False,False,-1.3724175337168498e-19,1.1663306308212529e-19
58,10441,entity-operate: flotation-cell-mk02,entity-operate,flotation-cell-mk02,False,,False,False,-1.3676149192544724e-19,1.1622491933447687e-19
59,11249,item-burn: naphtha-canister,item-burn,naphtha-canister,False,,False,False,-1.3599169339516008e-19,1.1557071637992592e-19
60,10504,entity-operate: jaw-crusher-mk02,entity-operate,jaw-crusher-mk02,False,,False,False,-1.2988142867151948e-19,1.1037798987029878e-19
61,10707,entity-operate: research-center-mk02,entity-operate,research-center-mk02,False,,False,False,-1.2988142867151948e-19,1.1037798987029878e-19
62,10425,entity-operate: ez-ranch-mk02,entity-operate,ez-ranch-mk02,False,,False,False,-1.2898210025434823e-19,1.0961370767894983e-19
63,10799,entity-operate: upgrader-mk02,entity-operate,upgrader-mk02,False,,False,False,-1.224746437366176e-19,1.0408343305121943e-19
64,10604,entity-operate: prandium-lab-mk02,entity-operate,prandium-lab-mk02,False,,False,False,-1.2134814184281428e-19,1.0312609052815893e-19
65,10304,entity-operate: arqad-hive-mk02,entity-operate,arqad-hive-mk02,False,,False,False,-1.1688294411259421e-19,9.9331402135243321e-20
66,10423,entity-operate: evaporator-mk02,entity-operate,evaporator-mk02,False,,False,False,-1.166176654587599e-19,9.910595862984592e-20
67,10761,entity-operate: tar-extractor-mk01,entity-operate,tar-extractor-mk01,False,,False,False,-1.166176654587599e-19,9.910595862984592e-20
68,11208,item-burn: aromatics-canister,item-burn,aromatics-canister,False,,False,False,-1.1555356694826098e-19,9.8201648784980433e-20
69,11221,item-burn: coalbed-gas-canister,item-burn,coalbed-gas-canister,False,,False,False,-1.1555356694826098e-19,9.8201648784980433e-20
70,11259,item-burn: purified-natural-gas-canister,item-burn,purified-natural-gas-canister,False,,False,False,-1.1555356694826098e-19,9.8201648784980433e-20
71,11262,item-burn: raw-gas-canister,item-burn,raw-gas-canister,False,,False,False,-1.1555356694826098e-19,9.8201648784980433e-20
72,10549,entity-operate: navens-culture-mk02,entity-operate,navens-culture-mk02,False,,False,False,-1.0944330222462038e-19,9.3008922275353285e-20
73,11261,item-burn: raw-coal,item-burn,raw-coal,False,,False,False,1.0813380442558227e-19,9.1896063137015968e-20
74,10371,entity-operate: classifier-mk02,entity-operate,classifier-mk02,False,,False,False,-1.069795052260854e-19,9.0915097446596996e-20
75,11242,item-burn: light-oil-canister,item-burn,light-oil-canister,False,,False,False,-1.0311082539668726e-19,8.762735178974333e-20
76,11271,item-burn: tar-canister,item-burn,tar-canister,False,,False,False,-1.0311082539668726e-19,8.762735178974333e-20
77,10706,entity-operate: research-center-mk01,entity-operate,research-center-mk01,False,,False,False,-1.0171860913194184e-19,8.6444195472946261e-20
78,10546,entity-operate: natural-gas-derrick-mk01,entity-operate,natural-gas-derrick-mk01,False,,False,False,1.0022276903834081e-19,8.5172975835251555e-20
79,10832,entity-operate: zipir-reef-mk02,entity-operate,zipir-reef-mk02,False,,False,False,-9.9716386998532165e-20,8.4742633851549948e-20
80,10713,entity-operate: sand-extractor-mk02,entity-operate,sand-extractor-mk02,False,,False,False,-9.9665688971488473e-20,8.4699548813352337e-20
81,10452,entity-operate: fwf-mk02,entity-operate,fwf-mk02,False,,False,False,-9.8945661198777165e-20,8.4087642869480553e-20
82,10379,entity-operate: compost-plant-mk02,entity-operate,compost-plant-mk02,False,,False,False,9.7030919058924885e-20,8.2460424947114154e-20
83,10393,entity-operate: creature-chamber-mk02,entity-operate,creature-chamber-mk02,False,,False,False,9.7030919058924885e-20,8.2460424947114154e-20
84,10804,entity-operate: vacuum-pump-mk02,entity-operate,vacuum-pump-mk02,False,,False,False,-9.647383899207255e-20,8.1986997925214935e-20
85,10543,entity-operate: mukmoux-pasture-mk02,entity-operate,mukmoux-pasture-mk02,False,,False,False,-9.5529060771987881e-20,8.1184090828543531e-20
86,11267,item-burn: scrude-canister,item-burn,scrude-canister,False,,False,False,-9.303891216334359e-20,7.906787143742785e-20
87,10757,entity-operate: sulfur-mine,entity-operate,sulfur-mine,False,,False,False,9.2530784237160264e-20,7.8636045735610803e-20
88,10301,entity-operate: antimony-drill-mk02,entity-operate,antimony-drill-mk02,False,,False,False,9.008638092387729e-20,7.6558702370110575e-20
89,10296,entity-operate: agitator-mk02,entity-operate,agitator-mk02,False,,False,False,-8.9593775738144792e-20,7.6140068461036844e-20
90,10377,entity-operate: coalbed-mk02,entity-operate,coalbed-mk02,False,,False,False,-8.9593775738144792e-20,7.6140068461036844e-20
91,10492,entity-operate: hydrocyclone-mk02,entity-operate,hydrocyclone-mk02,False,,False,False,-8.9593775738144792e-20,7.6140068461036844e-20
92,10530,entity-operate: micro-mine-mk02,entity-operate,micro-mine-mk02,False,,False,False,-8.9593775738144792e-20,7.6140068461036844e-20
93,10563,entity-operate: nmf-mk02,entity-operate,nmf-mk02,False,,False,False,-8.9593775738144792e-20,7.6140068461036844e-20
94,10454,entity-operate: gas-refinery-mk02,entity-operate,gas-refinery-mk02,False,,False,False,-8.6928647439703005e-20,7.3875144927800713e-20
95,11212,item-burn: bio-oil-canister,item-burn,bio-oil-canister,False,,False,False,-8.5337827248229963e-20,7.2523207728033967e-20
96,11214,item-burn: btx-canister,item-burn,btx-canister,False,,False,False,-8.5337827248229963e-20,7.2523207728033967e-20
97,11220,item-burn: coal-gas-canister,item-burn,coal-gas-canister,False,,False,False,-8.5337827248229963e-20,7.2523207728033967e-20
98,10719,entity-operate: scrubber-mk02,entity-operate,scrubber-mk02,False,,False,False,8.4588177507351176e-20,7.1886127951877063e-20
99,11213,item-burn: bitumen-canister,item-burn,bitumen-canister,False,,False,False,-8.2966998929999922e-20,7.0508391085112369e-20
100,10431,entity-operate: fawogae-plantation-mk02,entity-operate,fawogae-plantation-mk02,False,,False,False,-8.0126890941760615e-20,6.8094763409755765e-20
101,11219,item-burn: coal-dust,item-burn,coal-dust,False,,False,False,7.9471353859930963e-20,6.7537664014423476e-20
102,11244,item-burn: medium-distillate-canister,item-burn,medium-distillate-canister,False,,False,False,7.8477912783710578e-20,6.6693401442249927e-20
103,11226,item-burn: crude-oil-canister,item-burn,crude-oil-canister,False,,False,False,7.6107084465480537e-20,6.4678584799328317e-20
104,11254,item-burn: outlet-gas-03-canister,item-burn,outlet-gas-03-canister,False,,False,False,7.6107084465480537e-20,6.4678584799328317e-20
105,11230,item-burn: ethylene-canister,item-burn,ethylene-canister,False,,False,False,-7.5265914014886282e-20,6.3963727375718474e-20
106,11236,item-burn: high-ash-fines-canister,item-burn,high-ash-fines-canister,False,,False,False,-7.5265914014886282e-20,6.3963727375718474e-20
107,10343,entity-operate: borax-mine-mk02,entity-operate,borax-mine-mk02,False,,False,False,-7.4656481052055735e-20,6.344580894745679e-20
108,10791,entity-operate: trits-reef-mk02,entity-operate,trits-reef-mk02,False,,False,False,-7.4191605907917537e-20,6.305074104224909e-20
109,10821,entity-operate: xyhiphoe-pool-mk01,entity-operate,xyhiphoe-pool-mk01,False,,False,False,-7.2641799250873378e-20,6.1733658644543272e-20
110,10823,entity-operate: yaedols-culture-mk01,entity-operate,yaedols-culture-mk01,False,,False,False,-7.2641799250873378e-20,6.1733658644543272e-20
111,10444,entity-operate: fluid-drill-mk03,entity-operate,fluid-drill-mk03,False,,False,False,-7.1115600771394127e-20,6.0436639339850595e-20
112,10526,entity-operate: megadar,entity-operate,megadar,False,,False,False,-7.1115600771394127e-20,6.0436639339850595e-20
113,10392,entity-operate: creature-chamber-mk01,entity-operate,creature-chamber-mk01,False,,False,False,6.9844700155264806e-20,5.9356581499648849e-20
114,10316,entity-operate: automated-factory-mk01,entity-operate,automated-factory-mk01,False,,False,False,-6.9449949271457456e-20,5.9021107756405883e-20
115,10483,entity-operate: heavy-oil-refinery-mk02,entity-operate,heavy-oil-refinery-mk02,False,,False,False,-6.9449949271457456e-20,5.9021107756405883e-20
116,10528,entity-operate: methanol-reactor-mk02,entity-operate,methanol-reactor-mk02,False,,False,False,-6.9449949271457456e-20,5.9021107756405883e-20
117,10422,entity-operate: evaporator,entity-operate,evaporator,False,,False,False,-6.8791256793316559e-20,5.8461326789846331e-20
118,10395,entity-operate: data-array,entity-operate,data-array,False,,False,False,-6.8597622463058206e-20,5.8296769251771725e-20
119,10360,entity-operate: centrifugal-pan-mk02,entity-operate,centrifugal-pan-mk02,False,,False,False,-6.8380745962723618e-20,5.8112459667238435e-20
120,10603,entity-operate: prandium-lab-mk01,entity-operate,prandium-lab-mk01,False,,False,False,-6.8136942926749147e-20,5.7905266927595906e-20
121,11238,item-burn: hot-residual-mixture-canister,item-burn,hot-residual-mixture-canister,False,,False,False,6.6035171232136869e-20,5.6119104447012836e-20
122,10443,entity-operate: fluid-drill-mk02,entity-operate,fluid-drill-mk02,False,,False,False,-6.4963956505835975e-20,5.5208746981608062e-20
123,10456,entity-operate: gas-separator-mk02,entity-operate,gas-separator-mk02,False,,False,False,-6.4940714335759739e-20,5.5188994935149389e-20
124,10475,entity-operate: guar-gum-plantation-mk02,entity-operate,guar-gum-plantation-mk02,False,,False,False,-6.3246723702747415e-20,5.3749379719613837e-20
125,11231,item-burn: fatty-acids-canister,item-burn,fatty-acids-canister,False,,False,False,-6.2823172463312573e-20,5.338943038048139e-20
126,11265,item-burn: residual-mixture-canister,item-burn,residual-mixture-canister,False,,False,False,-6.2823172463312573e-20,5.338943038048139e-20
127,10703,entity-operate: rennea-plantation-mk02,entity-operate,rennea-plantation-mk02,False,,False,False,-6.0867377013144323e-20,5.1727323853049997e-20
128,10477,entity-operate: harvester,entity-operate,harvester,False,,False,False,-6.0811158464109192e-20,5.1679547273292654e-20
129,10458,entity-operate: gasifier-mk02,entity-operate,gasifier-mk02,False,,False,False,-5.9378036038113787e-20,5.0461627404090402e-20
130,11240,item-burn: kerogen,item-burn,kerogen,False,,False,False,5.8864340672779282e-20,5.0025070288794789e-20
131,10394,entity-operate: cridren-enclosure-mk01,entity-operate,cridren-enclosure-mk01,False,,False,False,-5.6712907739671988e-20,4.8196703870854259e-20
132,10364,entity-operate: chemical-plant-mk01,entity-operate,chemical-plant-mk01,False,,False,False,-5.5907065271425212e-20,4.7511869459137447e-20
133,10538,entity-operate: moondrop-greenhouse-mk01,entity-operate,moondrop-greenhouse-mk01,False,,False,False,-5.4334458082358921e-20,4.6175410335148913e-20
134,10539,entity-operate: moondrop-greenhouse-mk02,entity-operate,moondrop-greenhouse-mk02,False,,False,False,5.2081328842511255e-20,4.4260618675123743e-20
135,10402,entity-operate: dhilmos-pool-mk01,entity-operate,dhilmos-pool-mk01,False,,False,False,-5.1754008595388647e-20,4.3982449953923299e-20
136,10401,entity-operate: desulfurizator-unit,entity-operate,desulfurizator-unit,False,,False,False,-5.1676951123000148e-20,4.3916963694696513e-20
137,10446,entity-operate: fluid-separator-mk02,entity-operate,fluid-separator-mk02,False,,False,False,-5.1676951123000148e-20,4.3916963694696513e-20
138,10496,entity-operate: incubator-mk02,entity-operate,incubator-mk02,False,,False,False,-5.1676951123000148e-20,4.3916963694696513e-20
139,10813,entity-operate: washer,entity-operate,washer,False,,False,False,-5.0859304565970918e-20,4.322209773647313e-20
140,10507,entity-operate: kicalk-plantation-mk01,entity-operate,kicalk-plantation-mk01,False,,False,False,-5.0313965102674084e-20,4.2758648309011983e-20
141,11250,item-burn: naphthalene-oil-canister,item-burn,naphthalene-oil-canister,False,,False,False,-5.0086130931527112e-20,4.2565026494929772e-20
142,11253,item-burn: outlet-gas-02-canister,item-burn,outlet-gas-02-canister,False,,False,False,-5.0086130931527112e-20,4.2565026494929772e-20
143,10445,entity-operate: fluid-separator,entity-operate,fluid-separator,False,,False,False,-4.8670672496705452e-20,4.1362118131674036e-20
144,10295,entity-operate: agitator-mk01,entity-operate,agitator-mk01,False,,False,False,4.8515459529462442e-20,4.1230212473557077e-20
145,10724,entity-operate: secondary-crusher-mk02,entity-operate,secondary-crusher-mk02,False,,False,False,4.8515459529462442e-20,4.1230212473557077e-20
146,11206,item-burn: acetylene-canister,item-burn,acetylene-canister,False,,False,False,4.8262173083679567e-20,4.1014960385303473e-20
147,11224,item-burn: condensates-canister,item-burn,condensates-canister,False,,False,False,4.8262173083679567e-20,4.1014960385303473e-20
148,11251,item-burn: natural-gas-canister,item-burn,natural-gas-canister,False,,False,False,4.8262173083679567e-20,4.1014960385303473e-20
149,11269,item-burn: syngas-canister,item-burn,syngas-canister,False,,False,False,4.8262173083679567e-20,4.1014960385303473e-20
150,10710,entity-operate: salt-mine,entity-operate,salt-mine,False,,False,False,4.7480642759936432e-20,4.0350787323459358e-20
151,10332,entity-operate: bio-reactor-mk02,entity-operate,bio-reactor-mk02,False,,False,False,-4.6640994506328314e-20,3.9637223518538773e-20
152,10574,entity-operate: olefin-plant-mk02,entity-operate,olefin-plant-mk02,False,,False,False,-4.6640994506328314e-20,3.9637223518538773e-20
153,10470,entity-operate: grods-swamp-mk01,entity-operate,grods-swamp-mk01,False,,False,False,-4.6562687750342946e-20,3.9570675572405624e-20
154,10527,entity-operate: methanol-reactor,entity-operate,methanol-reactor,False,,False,False,-4.6129452018293296e-20,3.9202495997136493e-20
155,10367,entity-operate: chipshooter-mk02,entity-operate,chipshooter-mk02,False,,False,False,4.4812067062011502e-20,3.8082934064017402e-20
156,10482,entity-operate: heavy-oil-refinery-mk01,entity-operate,heavy-oil-refinery-mk01,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
157,10491,entity-operate: hydrocyclone-mk01,entity-operate,hydrocyclone-mk01,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
158,10494,entity-operate: impact-crusher-mk02,entity-operate,impact-crusher-mk02,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
159,10590,entity-operate: pcb-factory-mk02,entity-operate,pcb-factory-mk02,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
160,10600,entity-operate: plankton-farm-mk02,entity-operate,plankton-farm-mk02,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
161,10712,entity-operate: sand-extractor,entity-operate,sand-extractor,False,,False,False,-4.4796887869072396e-20,3.8070034230518422e-20
162,10740,entity-operate: sponge-culture-mk01,entity-operate,sponge-culture-mk01,False,,False,False,-4.4477945174056677e-20,3.7798985059595878e-20
163,10451,entity-operate: fwf-mk01,entity-operate,fwf-mk01,False,,False,False,-4.3747519883644669e-20,3.7178242924782991e-20
164,10542,entity-operate: mukmoux-pasture-mk01,entity-operate,mukmoux-pasture-mk01,False,,False,False,-4.3170023739639744e-20,3.6687465573585824e-20
165,10365,entity-operate: chemical-plant-mk02,entity-operate,chemical-plant-mk02,False,,False,False,-4.2922422845938273e-20,3.6477045275500124e-20
166,10315,entity-operate: auog-paddock-mk02,entity-operate,auog-paddock-mk02,False,,False,False,4.2812596196381724e-20,3.6383710570637116e-20
167,11215,item-burn: carbolic-oil-canister,item-burn,carbolic-oil-canister,False,,False,False,-4.2385046016413478e-20,3.6020362785535896e-20
168,11235,item-burn: heavy-oil-canister,item-burn,heavy-oil-canister,False,,False,False,-4.2385046016413478e-20,3.6020362785535896e-20
169,11258,item-burn: pure-natural-gas-canister,item-burn,pure-natural-gas-canister,False,,False,False,-4.2385046016413478e-20,3.6020362785535896e-20
170,10320,entity-operate: ball-mill-mk01,entity-operate,ball-mill-mk01,False,,False,False,4.2294088753675588e-20,3.5943063975938532e-20
171,10805,entity-operate: vat-brain,entity-operate,vat-brain,False,,False,False,-4.1116737571697698e-20,3.4942507867437426e-20
172,10333,entity-operate: biofactory-mk01,entity-operate,biofactory-mk01,False,,False,False,-4.0415409238228558e-20,3.4346493391163147e-20
173,10519,entity-operate: lor-mk01,entity-operate,lor-mk01,False,,False,False,-4.0074624917864327e-20,3.4056882407931269e-20
174,10699,entity-operate: reformer-mk02,entity-operate,reformer-mk02,False,,False,False,-3.9730572866522351e-20,3.3764494387362728e-20
175,10831,entity-operate: zipir-reef-mk01,entity-operate,zipir-reef-mk01,False,,False,False,-3.9514774791378764e-20,3.3581101288011549e-20
176,10418,entity-operate: electrolyzer-mk01,entity-operate,electrolyzer-mk01,False,,False,False,-3.9173492799670016e-20,3.3291067365463515e-20
177,10303,entity-operate: arqad-hive-mk01,entity-operate,arqad-hive-mk01,False,,False,False,-3.9025181301871166e-20,3.316502682857435e-20
178,10674,entity-operate: py-ze-mk02,entity-operate,py-ze-mk02,False,,False,False,-3.8645243603514251e-20,3.2842141872275895e-20
179,10716,entity-operate: scrondrix-pen-mk01,entity-operate,scrondrix-pen-mk01,False,,False,False,-3.7995131371130012e-20,3.228965271247348e-20
180,10631,entity-operate: py-heat-exchanger-mk02,entity-operate,py-heat-exchanger-mk02,False,,False,False,-3.7459829444399231e-20,3.183473355081509e-20
181,10319,entity-operate: automated-screener-mk02,entity-operate,automated-screener-mk02,False,,False,False,-3.7242952944064648e-20,3.1650423966281811e-20
182,10790,entity-operate: trits-reef-mk01,entity-operate,trits-reef-mk01,False,,False,False,-3.7095802953958769e-20,3.1525370521124545e-20
183,10812,entity-operate: vrauks-paddock-mk02,entity-operate,vrauks-paddock-mk02,False,,False,False,-3.6997232094742926e-20,3.1441601398692506e-20
184,10342,entity-operate: borax-mine,entity-operate,borax-mine,False,,False,False,-3.6650972612200421e-20,3.1147337422329641e-20
185,10764,entity-operate: tar-processing-unit-mk02,entity-operate,tar-processing-unit-mk02,False,,False,False,3.6599439658862857e-20,3.1103542833221245e-20
186,10814,entity-operate: washer-mk02,entity-operate,washer-mk02,False,,False,False,3.6599439658862857e-20,3.1103542833221245e-20
187,10520,entity-operate: lor-mk02,entity-operate,lor-mk02,False,,False,False,-3.6569081272984645e-20,3.1077743166223292e-20
188,10816,entity-operate: wet-scrubber-mk02,entity-operate,wet-scrubber-mk02,False,,False,False,-3.6569081272984645e-20,3.1077743166223292e-20
189,10436,entity-operate: fish-farm-mk02,entity-operate,fish-farm-mk02,False,,False,False,-3.6307638245844834e-20,3.0855559316719439e-20
190,11225,item-burn: condensed-distillate-canister,item-burn,condensed-distillate-canister,False,,False,False,3.5819431532105858e-20,3.0440663390066382e-20
191,11229,item-burn: dirty-syngas-canister,item-burn,dirty-syngas-canister,False,,False,False,3.5819431532105858e-20,3.0440663390066382e-20
192,11260,item-burn: purified-syngas-canister,item-burn,purified-syngas-canister,False,,False,False,3.5819431532105858e-20,3.0440663390066382e-20
193,10290,entity-operate: advanced-foundry-mk01,entity-operate,advanced-foundry-mk01,False,,False,False,-3.5716754464585396e-20,3.0353404661589135e-20
194,11217,item-burn: coal,item-burn,coal,False,,False,False,3.5473471949993564e-20,3.0146654280061133e-20
195,10611,entity-operate: pumpjack-mk02,entity-operate,pumpjack-mk02,False,,False,False,-3.4926381566200968e-20,2.9681716856304271e-20
196,10358,entity-operate: casting-unit-mk02,entity-operate,casting-unit-mk02,False,,False,False,-3.4724974635728728e-20,2.9510553878202941e-20
197,10421,entity-operate: electronics-factory-mk02,entity-operate,electronics-factory-mk02,False,,False,False,-3.4724974635728728e-20,2.9510553878202941e-20
198,11234,item-burn: gunpowder,item-burn,gunpowder,False,,False,False,3.4561822175420334e-20,2.937190094840819e-20
199,10345,entity-operate: botanical-nursery-mk02,entity-operate,botanical-nursery-mk02,False,,False,False,3.4321580020937762e-20,2.9167734376134326e-20
200,10697,entity-operate: ree-mining-drill-mk02,entity-operate,ree-mining-drill-mk02,False,,False,False,-3.358604481676618e-20,2.8542649649659482e-20
201,10815,entity-operate: wet-scrubber-mk01,entity-operate,wet-scrubber-mk01,False,,False,False,-3.3539560476613707e-20,2.8503145556742136e-20
202,11211,item-burn: benzene-canister,item-burn,benzene-canister,False,,False,False,3.3154303233664059e-20,2.8175739856830246e-20
203,11233,item-burn: gasoline-canister,item-burn,gasoline-canister,False,,False,False,3.3154303233664059e-20,2.8175739856830246e-20
204,11257,item-burn: propene-canister,item-burn,propene-canister,False,,False,False,3.3154303233664059e-20,2.8175739856830246e-20
